cd_nom,num_version_init,num_version_final,champ,valeur_init,valeur_final,type_change,cd_nom_remplacement,cd_raison_suppression
4295,10.0,11.0,CD_NOM,4295,,RETRAIT,,2
10669,10.0,11.0,CD_NOM,10669,,RETRAIT,10668,1
14258,10.0,11.0,CD_NOM,14258,,RETRAIT,14255,1
15397,10.0,11.0,CD_NOM,15397,,RETRAIT,15396,1
16224,10.0,11.0,CD_NOM,16224,,RETRAIT,16223,1
16226,10.0,11.0,CD_NOM,16226,,RETRAIT,16225,1
16231,10.0,11.0,CD_NOM,16231,,RETRAIT,16230,1
16232,10.0,11.0,CD_NOM,16232,,RETRAIT,242467,1
16273,10.0,11.0,CD_NOM,16273,,RETRAIT,242461,1
16274,10.0,11.0,CD_NOM,16274,,RETRAIT,242461,1
19694,10.0,11.0,CD_NOM,19694,,RETRAIT,227188,1
30839,10.0,11.0,CD_NOM,30839,,RETRAIT,509547,1
32127,10.0,11.0,CD_NOM,32127,,RETRAIT,59221,1
33072,10.0,11.0,CD_NOM,33072,,RETRAIT,33591,1
40994,10.0,11.0,CD_NOM,40994,,RETRAIT,59224,1
41082,10.0,11.0,CD_NOM,41082,,RETRAIT,463678,1
42525,10.0,11.0,CD_NOM,42525,,RETRAIT,42044,1
42651,10.0,11.0,CD_NOM,42651,,RETRAIT,42650,1
45616,10.0,11.0,CD_NOM,45616,,RETRAIT,50047,1
46674,10.0,11.0,CD_NOM,46674,,RETRAIT,46670,1
47565,10.0,11.0,CD_NOM,47565,,RETRAIT,860835,1
49292,10.0,11.0,CD_NOM,49292,,RETRAIT,49287,1
49631,10.0,11.0,CD_NOM,49631,,RETRAIT,49628,1
53844,10.0,11.0,CD_NOM,53844,,RETRAIT,53845,1
54482,10.0,11.0,CD_NOM,54482,,RETRAIT,8267,1
55583,10.0,11.0,CD_NOM,55583,,RETRAIT,658819,1
56682,10.0,11.0,CD_NOM,56682,,RETRAIT,457225,1
59605,10.0,11.0,CD_NOM,59605,,RETRAIT,659837,1
66845,10.0,11.0,CD_NOM,66845,,RETRAIT,,
70582,10.0,11.0,CD_NOM,70582,,RETRAIT,556545,1
71677,10.0,11.0,CD_NOM,71677,,RETRAIT,548385,1
73189,10.0,11.0,CD_NOM,73189,,RETRAIT,521475,1
73855,10.0,11.0,CD_NOM,73855,,RETRAIT,,
75653,10.0,11.0,CD_NOM,75653,,RETRAIT,529823,1
78809,10.0,11.0,CD_NOM,78809,,RETRAIT,232735,1
104932,10.0,11.0,CD_NOM,104932,,RETRAIT,,2
122546,10.0,11.0,CD_NOM,122546,,RETRAIT,159831,1
124071,10.0,11.0,CD_NOM,124071,,RETRAIT,,2
131293,10.0,11.0,CD_NOM,131293,,RETRAIT,,2
152766,10.0,11.0,CD_NOM,152766,,RETRAIT,152770,1
155092,10.0,11.0,CD_NOM,155092,,RETRAIT,616502,1
162194,10.0,11.0,CD_NOM,162194,,RETRAIT,,
244768,10.0,11.0,CD_NOM,244768,,RETRAIT,20696,1
337309,10.0,11.0,CD_NOM,337309,,RETRAIT,,2
350343,10.0,11.0,CD_NOM,350343,,RETRAIT,,2
350364,10.0,11.0,CD_NOM,350364,,RETRAIT,,2
350398,10.0,11.0,CD_NOM,350398,,RETRAIT,,2
350421,10.0,11.0,CD_NOM,350421,,RETRAIT,,2
350432,10.0,11.0,CD_NOM,350432,,RETRAIT,,2
350453,10.0,11.0,CD_NOM,350453,,RETRAIT,,2
350466,10.0,11.0,CD_NOM,350466,,RETRAIT,,2
350487,10.0,11.0,CD_NOM,350487,,RETRAIT,,2
350498,10.0,11.0,CD_NOM,350498,,RETRAIT,,2
350503,10.0,11.0,CD_NOM,350503,,RETRAIT,,2
350522,10.0,11.0,CD_NOM,350522,,RETRAIT,,2
350524,10.0,11.0,CD_NOM,350524,,RETRAIT,,2
350544,10.0,11.0,CD_NOM,350544,,RETRAIT,,2
350553,10.0,11.0,CD_NOM,350553,,RETRAIT,,2
350559,10.0,11.0,CD_NOM,350559,,RETRAIT,,2
350571,10.0,11.0,CD_NOM,350571,,RETRAIT,,2
350584,10.0,11.0,CD_NOM,350584,,RETRAIT,,2
350587,10.0,11.0,CD_NOM,350587,,RETRAIT,,2
350593,10.0,11.0,CD_NOM,350593,,RETRAIT,,2
350616,10.0,11.0,CD_NOM,350616,,RETRAIT,,2
350632,10.0,11.0,CD_NOM,350632,,RETRAIT,,2
350635,10.0,11.0,CD_NOM,350635,,RETRAIT,,2
350658,10.0,11.0,CD_NOM,350658,,RETRAIT,,2
350677,10.0,11.0,CD_NOM,350677,,RETRAIT,,2
350685,10.0,11.0,CD_NOM,350685,,RETRAIT,,2
365227,10.0,11.0,CD_NOM,365227,,RETRAIT,,2
365262,10.0,11.0,CD_NOM,365262,,RETRAIT,,2
365487,10.0,11.0,CD_NOM,365487,,RETRAIT,,2
367282,10.0,11.0,CD_NOM,367282,,RETRAIT,215969,1
370600,10.0,11.0,CD_NOM,370600,,RETRAIT,,2
373592,10.0,11.0,CD_NOM,373592,,RETRAIT,,2
373597,10.0,11.0,CD_NOM,373597,,RETRAIT,,2
397033,10.0,11.0,CD_NOM,397033,,RETRAIT,397037,1
397303,10.0,11.0,CD_NOM,397303,,RETRAIT,,1
402129,10.0,11.0,CD_NOM,402129,,RETRAIT,232693,1
403905,10.0,11.0,CD_NOM,403905,,RETRAIT,397098,1
410025,10.0,11.0,CD_NOM,410025,,RETRAIT,797153,1
432571,10.0,11.0,CD_NOM,432571,,RETRAIT,215888,1
453121,10.0,11.0,CD_NOM,453121,,RETRAIT,636555,1
453179,10.0,11.0,CD_NOM,453179,,RETRAIT,108575,1
453296,10.0,11.0,CD_NOM,453296,,RETRAIT,109745,1
453406,10.0,11.0,CD_NOM,453406,,RETRAIT,149999,1
453880,10.0,11.0,CD_NOM,453880,,RETRAIT,632745,1
454106,10.0,11.0,CD_NOM,454106,,RETRAIT,87844,1
454560,10.0,11.0,CD_NOM,454560,,RETRAIT,710710,1
455904,10.0,11.0,CD_NOM,455904,,RETRAIT,708854,1
457753,10.0,11.0,CD_NOM,457753,,RETRAIT,690379,1
458434,10.0,11.0,CD_NOM,458434,,RETRAIT,,
458513,10.0,11.0,CD_NOM,458513,,RETRAIT,,
459593,10.0,11.0,CD_NOM,459593,,RETRAIT,453704,1
510695,10.0,11.0,CD_NOM,510695,,RETRAIT,461391,1
513774,10.0,11.0,CD_NOM,513774,,RETRAIT,43056,1
521471,10.0,11.0,CD_NOM,521471,,RETRAIT,660008,1
529251,10.0,11.0,CD_NOM,529251,,RETRAIT,,2
530132,10.0,11.0,CD_NOM,530132,,RETRAIT,,2
531320,10.0,11.0,CD_NOM,531320,,RETRAIT,552759,1
531321,10.0,11.0,CD_NOM,531321,,RETRAIT,552762,1
538573,10.0,11.0,CD_NOM,538573,,RETRAIT,,2
544253,10.0,11.0,CD_NOM,544253,,RETRAIT,,
546511,10.0,11.0,CD_NOM,546511,,RETRAIT,,2
547325,10.0,11.0,CD_NOM,547325,,RETRAIT,531303,1
552159,10.0,11.0,CD_NOM,552159,,RETRAIT,,2
561865,10.0,11.0,CD_NOM,561865,,RETRAIT,,2
573818,10.0,11.0,CD_NOM,573818,,RETRAIT,2813,1
577556,10.0,11.0,CD_NOM,577556,,RETRAIT,,2
578249,10.0,11.0,CD_NOM,578249,,RETRAIT,,2
578342,10.0,11.0,CD_NOM,578342,,RETRAIT,545747,1
578377,10.0,11.0,CD_NOM,578377,,RETRAIT,,2
578767,10.0,11.0,CD_NOM,578767,,RETRAIT,,2
579013,10.0,11.0,CD_NOM,579013,,RETRAIT,,2
579032,10.0,11.0,CD_NOM,579032,,RETRAIT,,2
579052,10.0,11.0,CD_NOM,579052,,RETRAIT,,2
579118,10.0,11.0,CD_NOM,579118,,RETRAIT,,2
579487,10.0,11.0,CD_NOM,579487,,RETRAIT,,2
579796,10.0,11.0,CD_NOM,579796,,RETRAIT,,2
581220,10.0,11.0,CD_NOM,581220,,RETRAIT,,2
581713,10.0,11.0,CD_NOM,581713,,RETRAIT,,2
583496,10.0,11.0,CD_NOM,583496,,RETRAIT,544184,1
583758,10.0,11.0,CD_NOM,583758,,RETRAIT,,2
583760,10.0,11.0,CD_NOM,583760,,RETRAIT,,2
586686,10.0,11.0,CD_NOM,586686,,RETRAIT,134622,1
587761,10.0,11.0,CD_NOM,587761,,RETRAIT,,2
595478,10.0,11.0,CD_NOM,595478,,RETRAIT,458628,1
633366,10.0,11.0,CD_NOM,633366,,RETRAIT,,2
636113,10.0,11.0,CD_NOM,636113,,RETRAIT,,2
636335,10.0,11.0,CD_NOM,636335,,RETRAIT,,2
636504,10.0,11.0,CD_NOM,636504,,RETRAIT,,2
637415,10.0,11.0,CD_NOM,637415,,RETRAIT,,2
637547,10.0,11.0,CD_NOM,637547,,RETRAIT,,2
637749,10.0,11.0,CD_NOM,637749,,RETRAIT,,2
637971,10.0,11.0,CD_NOM,637971,,RETRAIT,,2
638034,10.0,11.0,CD_NOM,638034,,RETRAIT,,2
638090,10.0,11.0,CD_NOM,638090,,RETRAIT,716541,1
646534,10.0,11.0,CD_NOM,646534,,RETRAIT,,2
646625,10.0,11.0,CD_NOM,646625,,RETRAIT,,2
646748,10.0,11.0,CD_NOM,646748,,RETRAIT,,2
646891,10.0,11.0,CD_NOM,646891,,RETRAIT,,2
646922,10.0,11.0,CD_NOM,646922,,RETRAIT,,2
653819,10.0,11.0,CD_NOM,653819,,RETRAIT,75729,1
653826,10.0,11.0,CD_NOM,653826,,RETRAIT,698188,1
669324,10.0,11.0,CD_NOM,669324,,RETRAIT,44231,1
679020,10.0,11.0,CD_NOM,679020,,RETRAIT,,2
679023,10.0,11.0,CD_NOM,679023,,RETRAIT,,2
679679,10.0,11.0,CD_NOM,679679,,RETRAIT,,2
679784,10.0,11.0,CD_NOM,679784,,RETRAIT,,2
679785,10.0,11.0,CD_NOM,679785,,RETRAIT,,2
679786,10.0,11.0,CD_NOM,679786,,RETRAIT,,2
679789,10.0,11.0,CD_NOM,679789,,RETRAIT,,2
679838,10.0,11.0,CD_NOM,679838,,RETRAIT,,2
679865,10.0,11.0,CD_NOM,679865,,RETRAIT,,2
679881,10.0,11.0,CD_NOM,679881,,RETRAIT,679880,1
679930,10.0,11.0,CD_NOM,679930,,RETRAIT,,2
679945,10.0,11.0,CD_NOM,679945,,RETRAIT,,
680104,10.0,11.0,CD_NOM,680104,,RETRAIT,680103,1
684461,10.0,11.0,CD_NOM,684461,,RETRAIT,,2
684464,10.0,11.0,CD_NOM,684464,,RETRAIT,,2
684467,10.0,11.0,CD_NOM,684467,,RETRAIT,,2
684470,10.0,11.0,CD_NOM,684470,,RETRAIT,,2
684475,10.0,11.0,CD_NOM,684475,,RETRAIT,,2
684848,10.0,11.0,CD_NOM,684848,,RETRAIT,360493,1
685131,10.0,11.0,CD_NOM,685131,,RETRAIT,,2
685196,10.0,11.0,CD_NOM,685196,,RETRAIT,,2
686865,10.0,11.0,CD_NOM,686865,,RETRAIT,650705,1
688736,10.0,11.0,CD_NOM,688736,,RETRAIT,,2
689809,10.0,11.0,CD_NOM,689809,,RETRAIT,689808,1
689810,10.0,11.0,CD_NOM,689810,,RETRAIT,689801,1
696915,10.0,11.0,CD_NOM,696915,,RETRAIT,648675,1
698003,10.0,11.0,CD_NOM,698003,,RETRAIT,698004,1
700169,10.0,11.0,CD_NOM,700169,,RETRAIT,452793,1
706311,10.0,11.0,CD_NOM,706311,,RETRAIT,447084,1
709661,10.0,11.0,CD_NOM,709661,,RETRAIT,,3
710777,10.0,11.0,CD_NOM,710777,,RETRAIT,454548,1
715936,10.0,11.0,CD_NOM,715936,,RETRAIT,778957,1
716020,10.0,11.0,CD_NOM,716020,,RETRAIT,,3
717712,10.0,11.0,CD_NOM,717712,,RETRAIT,719472,1
720637,10.0,11.0,CD_NOM,720637,,RETRAIT,712145,1
721937,10.0,11.0,CD_NOM,721937,,RETRAIT,29848,1
726121,10.0,11.0,CD_NOM,726121,,RETRAIT,83719,1
727408,10.0,11.0,CD_NOM,727408,,RETRAIT,75513,1
727609,10.0,11.0,CD_NOM,727609,,RETRAIT,76616,1
733970,10.0,11.0,CD_NOM,733970,,RETRAIT,,2
750634,10.0,11.0,CD_NOM,750634,,RETRAIT,,2
762940,10.0,11.0,CD_NOM,762940,,RETRAIT,,2
763265,10.0,11.0,CD_NOM,763265,,RETRAIT,,2
763270,10.0,11.0,CD_NOM,763270,,RETRAIT,,2
763312,10.0,11.0,CD_NOM,763312,,RETRAIT,634657,1
763626,10.0,11.0,CD_NOM,763626,,RETRAIT,636423,1
763941,10.0,11.0,CD_NOM,763941,,RETRAIT,,2
764130,10.0,11.0,CD_NOM,764130,,RETRAIT,,2
764543,10.0,11.0,CD_NOM,764543,,RETRAIT,455395,1
764930,10.0,11.0,CD_NOM,764930,,RETRAIT,761685,1
765769,10.0,11.0,CD_NOM,765769,,RETRAIT,631968,1
766389,10.0,11.0,CD_NOM,766389,,RETRAIT,,2
766407,10.0,11.0,CD_NOM,766407,,RETRAIT,,2
766428,10.0,11.0,CD_NOM,766428,,RETRAIT,,2
766960,10.0,11.0,CD_NOM,766960,,RETRAIT,,2
767129,10.0,11.0,CD_NOM,767129,,RETRAIT,,2
767198,10.0,11.0,CD_NOM,767198,,RETRAIT,,2
767234,10.0,11.0,CD_NOM,767234,,RETRAIT,,2
767250,10.0,11.0,CD_NOM,767250,,RETRAIT,,2
767629,10.0,11.0,CD_NOM,767629,,RETRAIT,,2
767661,10.0,11.0,CD_NOM,767661,,RETRAIT,,2
768830,10.0,11.0,CD_NOM,768830,,RETRAIT,,2
769826,10.0,11.0,CD_NOM,769826,,RETRAIT,,2
770029,10.0,11.0,CD_NOM,770029,,RETRAIT,,2
770546,10.0,11.0,CD_NOM,770546,,RETRAIT,,2
770672,10.0,11.0,CD_NOM,770672,,RETRAIT,632917,1
770770,10.0,11.0,CD_NOM,770770,,RETRAIT,446993,1
771847,10.0,11.0,CD_NOM,771847,,RETRAIT,114412,1
772754,10.0,11.0,CD_NOM,772754,,RETRAIT,771253,1
773319,10.0,11.0,CD_NOM,773319,,RETRAIT,762339,1
779661,10.0,11.0,CD_NOM,779661,,RETRAIT,779392,1
779672,10.0,11.0,CD_NOM,779672,,RETRAIT,779467,1
779675,10.0,11.0,CD_NOM,779675,,RETRAIT,,
790775,10.0,11.0,CD_NOM,790775,,RETRAIT,809278,1
791864,10.0,11.0,CD_NOM,791864,,RETRAIT,791857,1
792892,10.0,11.0,CD_NOM,792892,,RETRAIT,627051,1
793167,10.0,11.0,CD_NOM,793167,,RETRAIT,73692,1
796827,10.0,11.0,CD_NOM,796827,,RETRAIT,403865,1
796840,10.0,11.0,CD_NOM,796840,,RETRAIT,397109,1
796947,10.0,11.0,CD_NOM,796947,,RETRAIT,410590,1
796948,10.0,11.0,CD_NOM,796948,,RETRAIT,410591,1
797166,10.0,11.0,CD_NOM,797166,,RETRAIT,408182,1
797168,10.0,11.0,CD_NOM,797168,,RETRAIT,408596,1
800499,10.0,11.0,CD_NOM,800499,,RETRAIT,674695,1
801933,10.0,11.0,CD_NOM,801933,,RETRAIT,404238,1
803605,10.0,11.0,CD_NOM,803605,,RETRAIT,13165,1
810382,10.0,11.0,CD_NOM,810382,,RETRAIT,,2
814593,10.0,11.0,CD_NOM,814593,,RETRAIT,779153,1
825253,10.0,11.0,CD_NOM,825253,,RETRAIT,217699,1
827035,10.0,11.0,CD_NOM,827035,,RETRAIT,,2
827077,10.0,11.0,CD_NOM,827077,,RETRAIT,,2
827216,10.0,11.0,CD_NOM,827216,,RETRAIT,,2
830114,10.0,11.0,CD_NOM,830114,,RETRAIT,448668,1
830123,10.0,11.0,CD_NOM,830123,,RETRAIT,700657,1
830241,10.0,11.0,CD_NOM,830241,,RETRAIT,448715,1
832849,10.0,11.0,CD_NOM,832849,,RETRAIT,830261,1
833967,10.0,11.0,CD_NOM,833967,,RETRAIT,762983,1
834008,10.0,11.0,CD_NOM,834008,,RETRAIT,707736,1
835148,10.0,11.0,CD_NOM,835148,,RETRAIT,,
837630,10.0,11.0,CD_NOM,837630,,RETRAIT,,2
16233,10.0,11.0,CD_NOM,16233,,RETRAIT,,1
16272,10.0,11.0,CD_NOM,16272,,RETRAIT,16271,1
16465,10.0,11.0,CD_NOM,16465,,RETRAIT,16464,1
28865,10.0,11.0,CD_NOM,28865,,RETRAIT,,3
78959,10.0,11.0,CD_NOM,78959,,RETRAIT,232578,1
2967,10.0,11.0,CD_NOM,2967,,RETRAIT,,2
43972,10.0,11.0,CD_NOM,43972,,RETRAIT,44964,1
44967,10.0,11.0,CD_NOM,44967,,RETRAIT,43969,1
56629,10.0,11.0,CD_NOM,56629,,RETRAIT,658795,1
60965,10.0,11.0,CD_NOM,60965,,RETRAIT,,2
62714,10.0,11.0,CD_NOM,62714,,RETRAIT,,2
75986,10.0,11.0,CD_NOM,75986,,RETRAIT,842592,1
76361,10.0,11.0,CD_NOM,76361,,RETRAIT,,2
45785,10.0,11.0,CD_NOM,45785,,RETRAIT,57973,1
47765,10.0,11.0,CD_NOM,47765,,RETRAIT,47761,1
53076,10.0,11.0,CD_NOM,53076,,RETRAIT,,2
53461,10.0,11.0,CD_NOM,53461,,RETRAIT,608382,1
54705,10.0,11.0,CD_NOM,54705,,RETRAIT,,2
55464,10.0,11.0,CD_NOM,55464,,RETRAIT,659495,1
82027,10.0,11.0,CD_NOM,82027,,RETRAIT,,2
104931,10.0,11.0,CD_NOM,104931,,RETRAIT,,2
631776,10.0,11.0,CD_NOM,631776,,RETRAIT,453912,1
631791,10.0,11.0,CD_NOM,631791,,RETRAIT,,2
632625,10.0,11.0,CD_NOM,632625,,RETRAIT,,2
633208,10.0,11.0,CD_NOM,633208,,RETRAIT,,2
633368,10.0,11.0,CD_NOM,633368,,RETRAIT,,2
633369,10.0,11.0,CD_NOM,633369,,RETRAIT,,2
633784,10.0,11.0,CD_NOM,633784,,RETRAIT,710663,1
634001,10.0,11.0,CD_NOM,634001,,RETRAIT,,2
634364,10.0,11.0,CD_NOM,634364,,RETRAIT,,2
635228,10.0,11.0,CD_NOM,635228,,RETRAIT,,2
635945,10.0,11.0,CD_NOM,635945,,RETRAIT,,2
636097,10.0,11.0,CD_NOM,636097,,RETRAIT,,2
636116,10.0,11.0,CD_NOM,636116,,RETRAIT,,2
636408,10.0,11.0,CD_NOM,636408,,RETRAIT,,2
636409,10.0,11.0,CD_NOM,636409,,RETRAIT,,2
636506,10.0,11.0,CD_NOM,636506,,RETRAIT,,2
637542,10.0,11.0,CD_NOM,637542,,RETRAIT,,2
637543,10.0,11.0,CD_NOM,637543,,RETRAIT,,2
637548,10.0,11.0,CD_NOM,637548,,RETRAIT,,2
637947,10.0,11.0,CD_NOM,637947,,RETRAIT,,2
638033,10.0,11.0,CD_NOM,638033,,RETRAIT,,2
638967,10.0,11.0,CD_NOM,638967,,RETRAIT,,2
642577,10.0,11.0,CD_NOM,642577,,RETRAIT,,2
646525,10.0,11.0,CD_NOM,646525,,RETRAIT,,2
646593,10.0,11.0,CD_NOM,646593,,RETRAIT,,2
646601,10.0,11.0,CD_NOM,646601,,RETRAIT,,2
646626,10.0,11.0,CD_NOM,646626,,RETRAIT,,2
646780,10.0,11.0,CD_NOM,646780,,RETRAIT,,2
646796,10.0,11.0,CD_NOM,646796,,RETRAIT,,2
646899,10.0,11.0,CD_NOM,646899,,RETRAIT,,2
646914,10.0,11.0,CD_NOM,646914,,RETRAIT,,2
658247,10.0,11.0,CD_NOM,658247,,RETRAIT,,2
669718,10.0,11.0,CD_NOM,669718,,RETRAIT,,2
679021,10.0,11.0,CD_NOM,679021,,RETRAIT,,2
679022,10.0,11.0,CD_NOM,679022,,RETRAIT,,2
679678,10.0,11.0,CD_NOM,679678,,RETRAIT,,2
679683,10.0,11.0,CD_NOM,679683,,RETRAIT,,2
679743,10.0,11.0,CD_NOM,679743,,RETRAIT,,2
679787,10.0,11.0,CD_NOM,679787,,RETRAIT,,2
679788,10.0,11.0,CD_NOM,679788,,RETRAIT,,2
679790,10.0,11.0,CD_NOM,679790,,RETRAIT,,2
679793,10.0,11.0,CD_NOM,679793,,RETRAIT,,2
679863,10.0,11.0,CD_NOM,679863,,RETRAIT,,2
679864,10.0,11.0,CD_NOM,679864,,RETRAIT,,2
679919,10.0,11.0,CD_NOM,679919,,RETRAIT,,2
679929,10.0,11.0,CD_NOM,679929,,RETRAIT,,2
684393,10.0,11.0,CD_NOM,684393,,RETRAIT,,2
684462,10.0,11.0,CD_NOM,684462,,RETRAIT,,2
684463,10.0,11.0,CD_NOM,684463,,RETRAIT,,2
684465,10.0,11.0,CD_NOM,684465,,RETRAIT,,2
684466,10.0,11.0,CD_NOM,684466,,RETRAIT,,2
684468,10.0,11.0,CD_NOM,684468,,RETRAIT,,2
684469,10.0,11.0,CD_NOM,684469,,RETRAIT,,2
684471,10.0,11.0,CD_NOM,684471,,RETRAIT,,2
684472,10.0,11.0,CD_NOM,684472,,RETRAIT,,2
684476,10.0,11.0,CD_NOM,684476,,RETRAIT,,2
684477,10.0,11.0,CD_NOM,684477,,RETRAIT,,2
685130,10.0,11.0,CD_NOM,685130,,RETRAIT,,2
685132,10.0,11.0,CD_NOM,685132,,RETRAIT,,2
685133,10.0,11.0,CD_NOM,685133,,RETRAIT,,2
688734,10.0,11.0,CD_NOM,688734,,RETRAIT,,2
688735,10.0,11.0,CD_NOM,688735,,RETRAIT,,2
696897,10.0,11.0,CD_NOM,696897,,RETRAIT,,2
697587,10.0,11.0,CD_NOM,697587,,RETRAIT,75404,1
706444,10.0,11.0,CD_NOM,706444,,RETRAIT,629982,1
709662,10.0,11.0,CD_NOM,709662,,RETRAIT,,3
710843,10.0,11.0,CD_NOM,710843,,RETRAIT,636295,1
710994,10.0,11.0,CD_NOM,710994,,RETRAIT,,2
716021,10.0,11.0,CD_NOM,716021,,RETRAIT,,3
727626,10.0,11.0,CD_NOM,727626,,RETRAIT,530291,1
733976,10.0,11.0,CD_NOM,733976,,RETRAIT,,2
733977,10.0,11.0,CD_NOM,733977,,RETRAIT,,2
762706,10.0,11.0,CD_NOM,762706,,RETRAIT,,2
762759,10.0,11.0,CD_NOM,762759,,RETRAIT,,2
763260,10.0,11.0,CD_NOM,763260,,RETRAIT,,2
763267,10.0,11.0,CD_NOM,763267,,RETRAIT,,2
763269,10.0,11.0,CD_NOM,763269,,RETRAIT,,2
763584,10.0,11.0,CD_NOM,763584,,RETRAIT,630523,1
763913,10.0,11.0,CD_NOM,763913,,RETRAIT,,2
763968,10.0,11.0,CD_NOM,763968,,RETRAIT,732054,1
764100,10.0,11.0,CD_NOM,764100,,RETRAIT,,2
764131,10.0,11.0,CD_NOM,764131,,RETRAIT,732187,1
764901,10.0,11.0,CD_NOM,764901,,RETRAIT,,2
766278,10.0,11.0,CD_NOM,766278,,RETRAIT,637879,1
766387,10.0,11.0,CD_NOM,766387,,RETRAIT,,2
766393,10.0,11.0,CD_NOM,766393,,RETRAIT,,2
766402,10.0,11.0,CD_NOM,766402,,RETRAIT,,2
766421,10.0,11.0,CD_NOM,766421,,RETRAIT,,2
766430,10.0,11.0,CD_NOM,766430,,RETRAIT,,2
766434,10.0,11.0,CD_NOM,766434,,RETRAIT,,2
767200,10.0,11.0,CD_NOM,767200,,RETRAIT,,2
767229,10.0,11.0,CD_NOM,767229,,RETRAIT,,2
767249,10.0,11.0,CD_NOM,767249,,RETRAIT,,2
767251,10.0,11.0,CD_NOM,767251,,RETRAIT,,2
767252,10.0,11.0,CD_NOM,767252,,RETRAIT,,2
767630,10.0,11.0,CD_NOM,767630,,RETRAIT,,2
768251,10.0,11.0,CD_NOM,768251,,RETRAIT,,2
768276,10.0,11.0,CD_NOM,768276,,RETRAIT,,2
768991,10.0,11.0,CD_NOM,768991,,RETRAIT,,2
769829,10.0,11.0,CD_NOM,769829,,RETRAIT,,2
770027,10.0,11.0,CD_NOM,770027,,RETRAIT,,2
770030,10.0,11.0,CD_NOM,770030,,RETRAIT,,2
770032,10.0,11.0,CD_NOM,770032,,RETRAIT,,2
770549,10.0,11.0,CD_NOM,770549,,RETRAIT,,2
772177,10.0,11.0,CD_NOM,772177,,RETRAIT,104204,1
773212,10.0,11.0,CD_NOM,773212,,RETRAIT,145238,1
779329,10.0,11.0,CD_NOM,779329,,RETRAIT,,2
796851,10.0,11.0,CD_NOM,796851,,RETRAIT,397152,1
796950,10.0,11.0,CD_NOM,796950,,RETRAIT,410593,1
800172,10.0,11.0,CD_NOM,800172,,RETRAIT,704951,1
800740,10.0,11.0,CD_NOM,800740,,RETRAIT,10691,1
803604,10.0,11.0,CD_NOM,803604,,RETRAIT,13162,1
809532,10.0,11.0,CD_NOM,809532,,RETRAIT,,2
811813,10.0,11.0,CD_NOM,811813,,RETRAIT,75485,1
815902,10.0,11.0,CD_NOM,815902,,RETRAIT,,2
823695,10.0,11.0,CD_NOM,823695,,RETRAIT,,2
827036,10.0,11.0,CD_NOM,827036,,RETRAIT,,2
827076,10.0,11.0,CD_NOM,827076,,RETRAIT,,2
827179,10.0,11.0,CD_NOM,827179,,RETRAIT,,2
829078,10.0,11.0,CD_NOM,829078,,RETRAIT,,2
829079,10.0,11.0,CD_NOM,829079,,RETRAIT,,2
833787,10.0,11.0,CD_NOM,833787,,RETRAIT,731521,1
835121,10.0,11.0,CD_NOM,835121,,RETRAIT,,2
836652,10.0,11.0,CD_NOM,836652,,RETRAIT,,2
577492,10.0,11.0,CD_NOM,577492,,RETRAIT,,2
577518,10.0,11.0,CD_NOM,577518,,RETRAIT,,2
578245,10.0,11.0,CD_NOM,578245,,RETRAIT,,2
578321,10.0,11.0,CD_NOM,578321,,RETRAIT,,2
578376,10.0,11.0,CD_NOM,578376,,RETRAIT,,2
578709,10.0,11.0,CD_NOM,578709,,RETRAIT,,2
578768,10.0,11.0,CD_NOM,578768,,RETRAIT,,2
579002,10.0,11.0,CD_NOM,579002,,RETRAIT,,2
579003,10.0,11.0,CD_NOM,579003,,RETRAIT,,2
579025,10.0,11.0,CD_NOM,579025,,RETRAIT,,2
579031,10.0,11.0,CD_NOM,579031,,RETRAIT,,2
579047,10.0,11.0,CD_NOM,579047,,RETRAIT,,2
579051,10.0,11.0,CD_NOM,579051,,RETRAIT,,2
579053,10.0,11.0,CD_NOM,579053,,RETRAIT,,2
579362,10.0,11.0,CD_NOM,579362,,RETRAIT,,2
579485,10.0,11.0,CD_NOM,579485,,RETRAIT,,2
579486,10.0,11.0,CD_NOM,579486,,RETRAIT,,2
579759,10.0,11.0,CD_NOM,579759,,RETRAIT,,2
579794,10.0,11.0,CD_NOM,579794,,RETRAIT,,2
579808,10.0,11.0,CD_NOM,579808,,RETRAIT,,2
580999,10.0,11.0,CD_NOM,580999,,RETRAIT,,2
581219,10.0,11.0,CD_NOM,581219,,RETRAIT,,2
581973,10.0,11.0,CD_NOM,581973,,RETRAIT,,2
582934,10.0,11.0,CD_NOM,582934,,RETRAIT,582935,1
586252,10.0,11.0,CD_NOM,586252,,RETRAIT,,2
587034,10.0,11.0,CD_NOM,587034,,RETRAIT,,2
412479,10.0,11.0,CD_NOM,412479,,RETRAIT,362051,1
199314,10.0,11.0,CD_NOM,199314,,RETRAIT,,2
426758,10.0,11.0,CD_NOM,426758,,RETRAIT,,2
440014,10.0,11.0,CD_NOM,440014,,RETRAIT,,3
443294,10.0,11.0,CD_NOM,443294,,RETRAIT,,2
443297,10.0,11.0,CD_NOM,443297,,RETRAIT,,2
239972,10.0,11.0,CD_NOM,239972,,RETRAIT,,2
240391,10.0,11.0,CD_NOM,240391,,RETRAIT,,2
533820,10.0,11.0,CD_NOM,533820,,RETRAIT,,2
533877,10.0,11.0,CD_NOM,533877,,RETRAIT,,2
